Graduate_ID,Age,Gender,State_of_Origin,Region,Urban_or_Rural,Household_Income_Bracket,Field_of_Study,University_Type,GPA_or_Class_of_Degree,Has_Postgrad_Degree,Years_Since_Graduation,Employment_Status,Salary_Level,Net_Salary
G1694,33,Male,Rivers,West,Urban,High,Education,Federal,Third Class,Yes,1,Employed,Low-paid,196524
G1695,25,Female,Lagos,North,Urban,Low,Business,State,Second Class Upper,Yes,1,Unemployed,Not employed,0
G1696,31,Female,Lagos,East,Urban,Middle,Engineering,Private,Second Class Upper,No,5,Employed,Low-paid,128105
G1697,28,Male,Rivers,South,Rural,Low,Education,State,First Class,No,9,Unemployed,Not employed,0
G1698,31,Female,Enugu,North,Rural,Middle,Business,State,Second Class Upper,Yes,4,Unemployed,Not employed,0
G1699,24,Male,Rivers,North,Urban,Middle,Health Sciences,Federal,Second Class Lower,No,6,Employed,Well-paid,371972
G1700,21,Female,Plateau,South,Rural,Low,Engineering,Federal,Second Class Upper,No,6,Employed,Well-paid,353554
G1701,31,Female,Plateau,West,Urban,Middle,Business,State,Second Class Upper,No,4,Employed,Low-paid,85472
G1702,27,Female,Rivers,East,Rural,Middle,Business,Federal,Second Class Upper,No,7,Employed,Well-paid,287460
G1703,28,Female,Rivers,West,Urban,Low,Business,State,Second Class Upper,No,9,Employed,Low-paid,168123
G1704,23,Female,Enugu,East,Urban,Low,Business,Federal,Second Class Upper,Yes,5,Unemployed,Not employed,0
G1705,26,Female,Kano,East,Urban,Low,Engineering,State,Second Class Upper,Yes,4,Employed,Low-paid,130379
G1706,22,Female,Oyo,North,Urban,Middle,Business,Federal,Second Class Upper,No,3,Employed,Well-paid,366987
G1707,27,Female,Borno,South,Urban,High,Education,State,Third Class,No,6,Employed,Well-paid,295554
G1708,28,Female,Plateau,West,Urban,Middle,Engineering,State,Second Class Lower,No,3,Unemployed,Not employed,0
G1709,26,Male,Oyo,North,Urban,Middle,Business,Federal,Second Class Lower,No,4,Employed,Well-paid,208057
G1710,26,Male,Rivers,North,Rural,Middle,Engineering,Federal,Second Class Lower,No,4,Employed,Low-paid,68883
G1711,25,Female,Enugu,North,Urban,Low,Education,Federal,Second Class Lower,No,0,Employed,Low-paid,110014
G1712,28,Male,Kaduna,West,Urban,Low,Education,Federal,Second Class Lower,No,0,Employed,Low-paid,158269
G1713,21,Male,Enugu,North,Urban,Middle,Engineering,Federal,First Class,Yes,2,Unemployed,Not employed,0
G1714,30,Female,Edo,South,Rural,Middle,Business,Federal,Second Class Upper,No,10,Unemployed,Not employed,0
G1715,24,Female,Edo,North,Urban,Middle,Business,State,Second Class Lower,No,2,Employed,Low-paid,85013
G1716,24,Female,Oyo,North,Urban,High,Education,Federal,Second Class Upper,No,1,Employed,Low-paid,183536
G1717,23,Male,Lagos,East,Urban,Middle,Business,Private,Second Class Upper,No,1,Employed,Low-paid,124111
G1718,23,Male,Edo,North,Urban,Middle,Education,State,Second Class Upper,No,5,Employed,Low-paid,162839
G1719,24,Male,Edo,West,Urban,Low,Business,Federal,Second Class Upper,No,0,Employed,Well-paid,246825
G1720,31,Male,Kano,West,Urban,High,Education,Federal,Second Class Upper,Yes,5,Employed,Low-paid,144035
G1721,21,Male,Kaduna,South,Urban,Middle,Health Sciences,State,Second Class Upper,No,4,Employed,Low-paid,51521
G1722,34,Male,Kano,West,Urban,High,Business,Federal,Second Class Upper,No,5,Unemployed,Not employed,0
G1723,31,Female,Kaduna,West,Urban,Middle,Business,State,Second Class Lower,Yes,4,Employed,Low-paid,67363
G1724,33,Female,Delta,North,Urban,Middle,Business,State,Second Class Lower,Yes,6,Unemployed,Not employed,0
G1725,31,Male,Borno,South,Urban,Middle,Engineering,Federal,Second Class Lower,No,0,Employed,Low-paid,130938
G1726,22,Male,Plateau,West,Rural,Low,Business,State,Second Class Lower,No,2,Employed,Well-paid,322159
G1727,29,Female,Edo,South,Urban,Middle,Engineering,Federal,Second Class Upper,No,5,Unemployed,Not employed,0
G1728,30,Male,Plateau,South,Rural,High,Engineering,Federal,Second Class Upper,No,0,Employed,Well-paid,342534
G1729,22,Female,Edo,East,Urban,Low,Education,State,First Class,No,10,Employed,Low-paid,123109
G1730,25,Male,Kano,East,Urban,Low,Engineering,State,Second Class Lower,No,10,Employed,Well-paid,382177
G1731,29,Male,Borno,North,Rural,Middle,Engineering,State,First Class,No,6,Employed,Low-paid,104698
G1732,29,Male,Kano,West,Urban,Low,Health Sciences,State,Second Class Lower,No,3,Unemployed,Not employed,0
G1733,28,Male,Kano,North,Urban,Middle,Business,State,Second Class Upper,No,2,Unemployed,Not employed,0
G1734,21,Female,Kaduna,North,Urban,Middle,Engineering,State,Second Class Lower,No,9,Employed,Low-paid,169511
G1735,21,Female,Lagos,South,Urban,Low,Business,Federal,Second Class Upper,Yes,8,Employed,Low-paid,197579
G1736,29,Female,Enugu,South,Rural,Middle,Engineering,State,Second Class Lower,No,0,Employed,Low-paid,146783
G1737,33,Male,Oyo,South,Urban,Middle,Education,State,Second Class Upper,No,7,Employed,Low-paid,148829
G1738,31,Female,Plateau,North,Urban,High,Health Sciences,Federal,Second Class Upper,No,0,Employed,Low-paid,166774
G1739,28,Female,Delta,West,Rural,Middle,Engineering,State,Second Class Upper,Yes,4,Employed,Low-paid,191419
G1740,30,Female,Edo,North,Rural,High,Business,Federal,Third Class,Yes,9,Employed,Well-paid,206099
G1741,29,Male,Kano,North,Rural,Low,Education,State,Second Class Upper,Yes,7,Employed,Low-paid,125104
G1742,27,Male,Lagos,North,Urban,Low,Business,State,Second Class Lower,No,5,Employed,Well-paid,204406
G1743,23,Female,Kano,East,Rural,Low,Education,Private,Second Class Lower,No,6,Employed,Low-paid,152439
G1744,23,Female,Borno,East,Rural,Middle,Health Sciences,Federal,Second Class Lower,No,10,Employed,Well-paid,388250
G1745,22,Male,Kaduna,West,Rural,High,Education,State,Second Class Upper,No,7,Unemployed,Not employed,0
G1746,25,Male,Delta,East,Rural,Middle,Business,Federal,Second Class Upper,Yes,5,Unemployed,Not employed,0
G1747,32,Female,Enugu,North,Rural,Middle,Business,State,Second Class Upper,No,10,Employed,Well-paid,335948
G1748,32,Female,Borno,East,Urban,Low,Engineering,State,Third Class,Yes,5,Employed,Low-paid,140692
G1749,23,Male,Rivers,East,Urban,Low,Education,State,Third Class,No,10,Unemployed,Not employed,0
G1750,34,Female,Delta,North,Rural,High,Business,State,Second Class Lower,No,5,Unemployed,Not employed,0
G1751,26,Female,Kano,West,Urban,Middle,Engineering,State,Second Class Upper,No,4,Unemployed,Not employed,0
G1752,22,Female,Borno,East,Urban,Middle,Health Sciences,Federal,Second Class Upper,No,7,Employed,Low-paid,146442
G1753,32,Female,Enugu,North,Urban,Low,Business,Federal,Third Class,Yes,1,Unemployed,Not employed,0
G1754,23,Male,Lagos,North,Rural,High,Engineering,State,First Class,No,6,Employed,Well-paid,302829
G1755,25,Female,Lagos,North,Urban,Middle,Business,Federal,Second Class Lower,No,3,Unemployed,Not employed,0
G1756,32,Male,Plateau,South,Urban,Middle,Education,Federal,Second Class Upper,No,0,Unemployed,Not employed,0
G1757,31,Female,Enugu,North,Urban,Low,Engineering,State,Second Class Upper,Yes,4,Employed,Well-paid,312631
G1758,31,Female,Lagos,East,Urban,Middle,Education,Federal,Second Class Lower,Yes,2,Unemployed,Not employed,0
G1759,21,Male,Borno,East,Urban,High,Health Sciences,Federal,First Class,No,3,Employed,Low-paid,94895
G1760,33,Female,Plateau,North,Urban,High,Education,State,Second Class Upper,No,6,Unemployed,Not employed,0
G1761,21,Female,Lagos,South,Rural,Low,Engineering,Federal,Third Class,No,4,Employed,Low-paid,93760
G1762,30,Male,Delta,South,Rural,Low,Business,Federal,Second Class Lower,No,3,Unemployed,Not employed,0
G1763,29,Female,Kaduna,South,Rural,Middle,Engineering,Federal,Second Class Lower,Yes,0,Employed,Well-paid,246306
G1764,27,Female,Rivers,East,Urban,Low,Education,State,Second Class Lower,No,5,Unemployed,Not employed,0
G1765,21,Female,Enugu,South,Urban,Middle,Education,Private,First Class,No,10,Employed,Low-paid,125179
G1766,32,Male,Borno,West,Urban,Low,Business,State,Second Class Upper,Yes,9,Employed,Well-paid,347659
G1767,34,Male,Edo,West,Urban,Low,Health Sciences,Federal,Second Class Upper,No,5,Employed,Well-paid,276554
G1768,28,Male,Kano,South,Urban,Middle,Engineering,Private,Second Class Upper,Yes,6,Unemployed,Not employed,0
G1769,23,Female,Borno,West,Rural,Middle,Business,State,Second Class Upper,No,0,Employed,Low-paid,185285
G1770,28,Male,Lagos,North,Urban,Middle,Business,State,Second Class Lower,No,3,Employed,Well-paid,341116
G1771,25,Female,Borno,South,Urban,High,Business,State,First Class,No,8,Employed,Well-paid,331015
G1772,21,Male,Edo,South,Rural,Low,Engineering,Federal,Second Class Lower,No,9,Unemployed,Not employed,0
G1773,27,Female,Kano,South,Urban,Middle,Engineering,Federal,First Class,No,5,Employed,Low-paid,94425
G1774,25,Male,Plateau,North,Rural,Low,Engineering,Federal,First Class,Yes,1,Employed,Low-paid,72590
G1775,26,Male,Lagos,North,Rural,Middle,Health Sciences,Federal,Second Class Upper,No,3,Employed,Well-paid,243403
G1776,26,Male,Oyo,South,Urban,Low,Business,State,Second Class Lower,No,5,Employed,Low-paid,76628
G1777,28,Male,Lagos,East,Urban,Low,Education,State,First Class,Yes,3,Employed,Low-paid,139421
G1778,29,Female,Rivers,East,Rural,Low,Education,State,Second Class Upper,No,9,Employed,Well-paid,305763
G1779,22,Female,Oyo,West,Urban,Low,Business,Federal,Second Class Lower,No,6,Unemployed,Not employed,0
G1780,29,Female,Rivers,North,Urban,High,Education,Federal,Second Class Upper,Yes,2,Unemployed,Not employed,0
G1781,32,Female,Edo,West,Rural,Middle,Health Sciences,Federal,Second Class Upper,No,5,Employed,Low-paid,183264
G1782,31,Female,Enugu,West,Urban,High,Health Sciences,Federal,Second Class Lower,No,3,Employed,Low-paid,134629
G1783,30,Female,Kano,South,Urban,Middle,Engineering,Federal,Second Class Upper,No,2,Employed,Low-paid,174062
G1784,29,Female,Kaduna,East,Urban,Low,Engineering,State,Second Class Upper,Yes,2,Employed,Low-paid,80617
G1785,33,Female,Plateau,West,Rural,Low,Engineering,Federal,Second Class Upper,No,1,Unemployed,Not employed,0
G1786,30,Male,Kaduna,South,Urban,Low,Engineering,Private,Second Class Upper,No,10,Employed,Low-paid,157454
G1787,30,Female,Delta,North,Urban,Low,Engineering,Federal,First Class,No,2,Employed,Well-paid,362754
G1788,27,Male,Delta,West,Urban,Middle,Education,State,First Class,No,9,Employed,Low-paid,60250
G1789,21,Female,Edo,East,Urban,Middle,Education,State,Second Class Upper,No,0,Unemployed,Not employed,0
G1790,27,Female,Enugu,North,Rural,Low,Engineering,Federal,First Class,No,2,Employed,Well-paid,232836
G1791,30,Male,Delta,South,Rural,Low,Health Sciences,State,Second Class Upper,No,8,Employed,Low-paid,162319
G1792,25,Male,Lagos,North,Urban,Low,Education,State,Second Class Upper,No,3,Employed,Low-paid,117173
G1793,26,Female,Borno,West,Urban,Low,Health Sciences,State,Second Class Upper,No,2,Unemployed,Not employed,0
G1794,30,Female,Rivers,North,Urban,Low,Health Sciences,State,Second Class Lower,No,7,Unemployed,Not employed,0
G1795,27,Male,Delta,North,Urban,Middle,Business,Federal,Second Class Upper,No,0,Employed,Low-paid,177939
G1796,34,Female,Edo,North,Urban,Low,Business,State,Second Class Lower,No,4,Employed,Low-paid,156761
G1797,25,Female,Rivers,East,Urban,Middle,Engineering,Private,Second Class Upper,No,0,Unemployed,Not employed,0
G1798,27,Female,Lagos,West,Urban,Low,Health Sciences,Federal,First Class,No,6,Employed,Low-paid,56251
G1799,29,Female,Enugu,South,Urban,Low,Education,Federal,Second Class Upper,No,4,Employed,Well-paid,301429
G1800,23,Female,Kano,East,Rural,Middle,Business,Private,Second Class Lower,No,1,Employed,Low-paid,106246
G1801,28,Male,Kaduna,West,Rural,Middle,Business,Federal,Second Class Upper,No,0,Employed,Low-paid,136966
G1802,22,Female,Lagos,South,Urban,Low,Health Sciences,State,First Class,Yes,10,Employed,Low-paid,187536
G1803,31,Female,Plateau,South,Urban,High,Business,State,Second Class Upper,No,6,Unemployed,Not employed,0
G1804,27,Male,Oyo,South,Rural,Low,Business,State,Second Class Upper,No,0,Employed,Low-paid,117344
G1805,33,Male,Edo,West,Rural,Low,Education,Federal,Second Class Upper,No,2,Employed,Well-paid,341353
G1806,22,Male,Kaduna,South,Urban,Middle,Health Sciences,Federal,First Class,No,10,Unemployed,Not employed,0
G1807,34,Female,Plateau,South,Rural,Middle,Business,Federal,Second Class Upper,No,5,Employed,Well-paid,250106
G1808,24,Female,Kano,East,Rural,Low,Health Sciences,State,Second Class Lower,No,5,Employed,Well-paid,321720
G1809,27,Female,Plateau,South,Urban,Low,Business,State,Second Class Upper,Yes,6,Employed,Low-paid,144840
G1810,23,Female,Enugu,North,Urban,High,Education,State,Second Class Upper,No,10,Unemployed,Not employed,0
G1811,22,Female,Oyo,East,Urban,Low,Health Sciences,State,Second Class Upper,No,10,Unemployed,Not employed,0
G1812,31,Male,Rivers,East,Urban,Low,Business,Federal,Second Class Upper,No,0,Unemployed,Not employed,0
G1813,30,Male,Kaduna,West,Urban,Middle,Education,Federal,Second Class Upper,No,6,Unemployed,Not employed,0
G1814,27,Male,Oyo,South,Rural,High,Business,State,Second Class Upper,Yes,1,Employed,Well-paid,305293
G1815,21,Male,Borno,North,Rural,Low,Health Sciences,Federal,First Class,Yes,5,Employed,Low-paid,58998
G1816,34,Female,Lagos,North,Urban,Middle,Business,Federal,Second Class Upper,No,7,Unemployed,Not employed,0
G1817,28,Female,Borno,South,Urban,Middle,Health Sciences,Federal,Second Class Upper,No,4,Employed,Low-paid,195589
G1818,23,Male,Lagos,South,Urban,Middle,Health Sciences,Federal,Second Class Upper,No,9,Employed,Well-paid,306083
G1819,32,Female,Enugu,West,Urban,Middle,Business,Federal,Second Class Upper,No,2,Employed,Low-paid,92866
G1820,32,Female,Oyo,North,Urban,High,Education,State,Second Class Upper,Yes,10,Employed,Low-paid,163384
G1821,33,Male,Kano,East,Rural,Low,Engineering,Private,First Class,No,7,Unemployed,Not employed,0
G1822,22,Male,Delta,West,Urban,Low,Education,State,Second Class Upper,Yes,7,Employed,Well-paid,222969
G1823,23,Male,Plateau,West,Urban,High,Education,Private,Third Class,No,3,Employed,Low-paid,150980
G1824,25,Male,Delta,East,Urban,Middle,Business,Private,Second Class Upper,No,7,Unemployed,Not employed,0
G1825,31,Female,Oyo,West,Urban,Middle,Education,State,Second Class Upper,No,4,Employed,Low-paid,196855
G1826,28,Male,Borno,South,Urban,Middle,Education,Federal,Second Class Lower,Yes,10,Employed,Well-paid,318259
G1827,30,Male,Delta,East,Urban,Middle,Engineering,State,Second Class Upper,No,4,Employed,Low-paid,81107
G1828,27,Female,Edo,East,Urban,Middle,Education,Federal,Second Class Lower,Yes,2,Unemployed,Not employed,0
G1829,27,Other,Delta,North,Urban,High,Engineering,Federal,Second Class Lower,No,6,Unemployed,Not employed,0
G1830,32,Male,Lagos,East,Urban,Middle,Business,Federal,Second Class Lower,No,10,Unemployed,Not employed,0
G1831,27,Male,Edo,West,Urban,Low,Engineering,State,Third Class,No,10,Unemployed,Not employed,0
G1832,28,Male,Kaduna,North,Urban,Middle,Health Sciences,Federal,Second Class Upper,No,8,Employed,Low-paid,184831
G1833,21,Male,Delta,West,Rural,Middle,Health Sciences,Federal,Second Class Upper,No,8,Unemployed,Not employed,0
G1834,24,Male,Edo,South,Urban,Middle,Engineering,Federal,Second Class Lower,No,0,Unemployed,Not employed,0
G1835,33,Female,Oyo,South,Urban,Middle,Health Sciences,State,Second Class Upper,No,0,Employed,Well-paid,214789
G1836,26,Male,Plateau,North,Urban,Low,Business,State,Third Class,No,9,Employed,Low-paid,63214
G1837,29,Male,Kaduna,North,Urban,Middle,Health Sciences,State,First Class,No,10,Unemployed,Not employed,0
G1838,33,Female,Kano,West,Rural,Middle,Engineering,Federal,Second Class Upper,Yes,4,Unemployed,Not employed,0
G1839,22,Male,Kano,South,Urban,Middle,Business,Federal,Third Class,No,0,Unemployed,Not employed,0
G1840,21,Male,Enugu,North,Rural,Middle,Health Sciences,State,Second Class Upper,No,3,Unemployed,Not employed,0
G1841,33,Male,Delta,South,Urban,Low,Business,Federal,Second Class Lower,Yes,0,Employed,Well-paid,270657
G1842,30,Female,Plateau,South,Urban,Middle,Engineering,State,First Class,No,1,Employed,Low-paid,79482
G1843,32,Male,Rivers,South,Rural,Middle,Health Sciences,State,Second Class Lower,No,1,Employed,Low-paid,124536
G1844,34,Female,Edo,West,Urban,Middle,Business,State,Second Class Lower,No,3,Employed,Well-paid,248187
G1845,22,Female,Kaduna,West,Urban,Middle,Business,Private,Second Class Upper,No,7,Unemployed,Not employed,0
G1846,27,Male,Oyo,South,Rural,Middle,Health Sciences,Federal,First Class,No,1,Employed,Low-paid,81087
G1847,23,Other,Delta,South,Rural,Low,Business,Federal,First Class,No,8,Employed,Well-paid,200941
G1848,30,Male,Oyo,South,Urban,Middle,Business,State,Second Class Lower,No,8,Employed,Well-paid,319340
G1849,22,Male,Rivers,East,Urban,Low,Engineering,Federal,Second Class Lower,Yes,1,Employed,Low-paid,182393
G1850,34,Female,Enugu,East,Urban,Middle,Engineering,Federal,First Class,No,0,Employed,Well-paid,394539
G1851,31,Female,Rivers,West,Urban,Low,Engineering,Federal,First Class,No,9,Employed,Low-paid,95972
G1852,27,Female,Lagos,South,Urban,Low,Engineering,Federal,Second Class Lower,Yes,9,Employed,Low-paid,136658
G1853,33,Male,Borno,East,Rural,Middle,Engineering,Federal,Second Class Lower,No,8,Employed,Well-paid,239361
G1854,33,Male,Kaduna,North,Urban,Middle,Engineering,Federal,First Class,No,1,Unemployed,Not employed,0
G1855,22,Female,Borno,North,Rural,Middle,Health Sciences,State,Second Class Upper,No,7,Employed,Well-paid,241354
G1856,23,Male,Rivers,South,Urban,Middle,Engineering,State,Second Class Lower,No,2,Employed,Low-paid,116327
G1857,31,Male,Enugu,East,Urban,Middle,Business,State,Second Class Upper,No,0,Employed,Well-paid,392049
G1858,27,Male,Enugu,North,Rural,Middle,Health Sciences,State,Third Class,No,10,Employed,Well-paid,247191
G1859,34,Male,Kano,West,Urban,Middle,Business,Federal,Second Class Upper,Yes,0,Employed,Well-paid,255828
G1860,24,Female,Delta,North,Urban,Middle,Engineering,Federal,Second Class Lower,Yes,9,Unemployed,Not employed,0
G1861,33,Male,Kano,West,Urban,Middle,Engineering,Federal,Second Class Upper,No,1,Unemployed,Not employed,0
G1862,34,Other,Kaduna,North,Rural,Middle,Business,State,Second Class Lower,No,6,Employed,Low-paid,60136
G1863,21,Male,Kaduna,North,Urban,High,Business,State,Second Class Upper,Yes,5,Employed,Low-paid,196819
G1864,33,Female,Kaduna,East,Urban,Low,Business,Federal,Second Class Upper,No,10,Unemployed,Not employed,0
G1865,34,Male,Oyo,North,Urban,High,Education,Federal,Second Class Upper,No,1,Unemployed,Not employed,0
G1866,25,Male,Kano,North,Urban,Low,Education,Private,Second Class Lower,No,3,Employed,Well-paid,266279
G1867,32,Male,Oyo,West,Rural,Low,Education,State,Second Class Upper,No,1,Employed,Well-paid,272060
G1868,29,Male,Borno,West,Urban,Low,Education,State,Second Class Upper,No,0,Employed,Low-paid,89342
G1869,28,Female,Delta,North,Urban,Middle,Health Sciences,Federal,Second Class Upper,No,2,Employed,Low-paid,131851
G1870,32,Other,Rivers,South,Urban,Low,Engineering,Federal,First Class,No,3,Employed,Well-paid,376404
